source_id,source_url,source_author,source_date,cite_date,notes_raw_fi,notes_raw_sv,notes_en,stone_name_fi,stone_name_sv,stone_name_en,event_date,location_info,stone_weight_kg,stone_dims_cm
pyrkija15031914,https://digi.kansalliskirjasto.fi/aikakausi/binding/954028?term=v%C3%A4kikiviksi&term=v%C3%A4kikivi&page=6,,1914-03-15,2025-10-22,"Väkikivennosto oli myös suosittu kesäinen urheilu. Pihassa tai lähistöllä oli usein eri kokoisia kiviä vallanvasten väkikiviksi varattuja. Nämä kivet säilyivät välistä useamman sukupolven ajan omilla sopivasti valituilla paikoillaan esim. pellon pientarella. Jatkuvan harjoituksen kautta saavutettiin väkikivennostossa erinomaisia, myöhempää polvea ihmetyttäviä tuloksia. Kyllä muistaa näiden rivienkin kirjoittaja hämmästyksensä, kun hänelle näytettiin isoisänßä väkikivi. Poika ei ollut saanut sitä tuumaakaan nousemaan ja pojanpoika tuskin muuten kuin kankien avulla. Polvi heikkonee!",,"Lifting väkikivi was also a popular summer pastime. In the farmyard or nearby there were often stones of various sizes deliberately set aside as väkikivet. These stones sometimes remained in their suitably chosen places—such as at the edge of a field—for several generations. Through continual practice, remarkable results were achieved in väkikivennosto, feats that later generations would marvel at. Even the writer of these lines recalls his own astonishment when he was shown his grandfather’s väkikivi. The son had not managed to raise it even an inch, and the grandson scarcely at all except with the aid of levers. The generations grow weaker!",,,,,,,
viikkosanomat30061923,https://digi.kansalliskirjasto.fi/aikakausi/binding/1735486?term=v%C3%A4kikive%C3%A4&term=v%C3%A4kikivi&term=v%C3%A4kikiven&page=11,,1923-06-30,2025-10-22,"Tämän poika Siltalan Kustavi nuorena taas oli voimamies. Kyläkunnan miesten väkikivi oli jossakin aidan vieressä, ja oli se niin raskas tavallisille miehille, ittä vain kaksi miestä koko kyläkunnasta jaksoi sitä hieman liikutella. Kun Kustavi kulki kerran siitä paikasta sivuitse, uin hän heitti kyläkunnan miesten väkikiven aidan taakse. Pahana olivat miehet pitäneet, kun olivat kuulleet Siltalan Kustavin voimateosta. Nämä jutut ovat niiltä ajoilta, jolloin ei vielä ollut järjestettyjä urheilukilpailuja pistemääräyksineen. Mutta voimainmittelyä ja muuta sukkeluuden näyttöä täytyi silloinkin olla. Yhteen tultua vedettiin väkikalikkaa, nostettiin väkikiveä, painiskeltiin, hyppäiltiin Monipuolinen oli »ohjelma"" silloinkin. Yksinpä kirkkomatkoillakin syntyi eri venekuntain kesken kilpailua soudossa, jolloin isot kirkkoveneet liikkuivat laineilla, että kohisi vain. Kasvukeskisillä oli kiekonheittoa, pilpunheittoa, kolopiilosilla oloa, kilpajuoksua, hiibtoa y.m. Nuoret voimat siihenkin aikaan pursuivat runsauttaan ja vaativat käyttöään elämän kilpakentällä yli senkin, mitä niitä tarvittiin leivän saantia tarkoittavassa työssä.",,"His son, Kustavi of Siltala, in his youth, was in turn a strongman. The village men’s väkikivi stood somewhere by a fence, and it was so heavy for ordinary men that only two men in the entire village were able to move it even slightly. When Kustavi once passed by that spot, he threw the village men’s väkikivi over the fence. The men took it badly when they heard of Siltala Kustavi’s feat of strength.

These stories date from a time when there were not yet organized sporting competitions with point systems. Yet there had to be contests of strength and other displays of agility even then. When people gathered together, they pulled the väkikalikka, lifted the väkikivi, wrestled, and jumped. Versatile was the “programme” even in those days. Even on church journeys competition arose between different boat crews in rowing, when the large church boats cut through the waves with a roar. Among the youth there was discus throwing, peg throwing, hide-and-seek in tree hollows, foot races, sliding, and so forth. Young strength even then overflowed in abundance and demanded its use on life’s field of contest beyond what was required merely for the work of earning one’s bread.",,,,,,,
budkavlen01011929,https://digi.kansalliskirjasto.fi/aikakausi/binding/917722?term=lyftesten&page=8,,1929-01-01,202-10-22,,"En lyftesten
Ovan avbildade sten befinner sig i Nedervetil vid det vägskäl, där körvägen upp till Klockarbacken viker av från allmänna landsvägen och närmare bestämt på södra sidan av landsvägen. Stenen bär av gammalt namnet *Tomasasstäinä« (Tomas' sten). Den är välbekant för de manliga församlingsmedlemmarna i Nedervetil, ty varje år pröva skriftskolpojkarna sina krafter på densamma. Den, som orkar lyfta stenen från marken, betraktas av sina kamrater som fullvuxen, medan den, som icke mäktar med stenen, anses hava kommit för tidigt till skriftskolan. Och det måste nog erkännas, att den nutida skriftskolungdomen icke fyller måttet, ty en årgång skriftskolpojkar kan vanligen uppvisa endast ett par unga män, som lyfta stenen från marken. 1 De älsta nedervetilborna berätta, att «Tomasasstäinä« har varit föremål för skriftskolungdomens intresse redan före deras tid. Dessutom förklara de alla, att stenen har sitt namn av en man, som hette Tomas och bodde helt nära kyrkan, nämligen på Måsabacka. Denne Tomas skall hava burit stenen den 3 4 km. långa vägen från kyrkan till dess nuvarande plats. Om detta är sant, kan man föreställa sig, att han har vilat flere gånger på vägen. De, som berätta om sambandet iriellan Tomas och stenen, veta i allmänhet icke, när han levde. En person har dock lämnat uppgiften, att Tomas föddes omkr. år 1800.
Walter Herrgård. 1 Approximativt kan stenen betraktas som ett rätt prisma, vars bas utgöres av en triangel med sidorna 56. 46 och 60 cm och vars höjd är 28 cm. Av dessa tal beräknas stenens volym till omkr. 34 dm 3 . Räknar man med en specifik vikt av 2,7 blir stenens vikt omkr. 92 kg.","A lifting stone

The stone depicted above is located in Nedervetil, at the road junction where the cart road leading up to Klockarbacken branches off from the public highway—more precisely, on the southern side of the highway. From olden times the stone has borne the name Tomasasstäinä (“Tomas’s stone”). It is well known to the male members of the parish in Nedervetil, for every year the confirmation-school boys test their strength on it. He who manages to lift the stone from the ground is regarded by his companions as full-grown, whereas he who cannot cope with the stone is considered to have come too early to confirmation school. And it must indeed be admitted that today’s confirmation-school youth does not quite measure up, for a given year’s cohort can usually show only a couple of young men who are able to lift the stone from the ground.

The oldest inhabitants of Nedervetil relate that Tomasasstäinä had already been an object of interest to confirmation-school youth even before their time. Moreover, they all explain that the stone derives its name from a man called Tomas, who lived quite near the church, namely at Måsabacka. This Tomas is said to have carried the stone the approximately 3–4 km-long distance from the church to its present location. If this is true, one may imagine that he rested several times along the way. Those who recount the connection between Tomas and the stone generally do not know when he lived. One person has, however, provided the information that Tomas was born around the year 1800.

— Walter Herrgård

Note. Approximately, the stone may be regarded as a right prism whose base is a triangle with sides of 56, 46, and 60 cm, and whose height is 28 cm. From these figures the stone’s volume is calculated to be about 34 dm³. Assuming a specific gravity of 2.7, the stone’s weight is approximately 92 kg.",,Tomasassstäina,,,,92,
hakkapeliitta29091931,https://digi.kansalliskirjasto.fi/aikakausi/binding/1109579?term=Nostokiven&page=23,,1931-09-29,2025-10-22,"Istahti mukavasti keinutuoliin, tähysi tarkasti sytyttämäänsä sikaaria ja jatkoi; »Ihmettelet miksi nuo Rönkköjen nuoremmat vesat tällä kylällä ovat niin rotevakasvuisia. Ei siinä ole mitään ihmettelemistä. Siinä suvussa on aina ollut isoja miehiä. Oletkos kuullut puhuttavan siitä Isosta Rönköstä, joka asui tuossa Rönkkölän talossa?
Hän oli ollut iso mies. Hän oli tehnyt sepän töitä. Tavallinen mies oli käyttänyt moukarinaan sitä vasaraa, jolla Iso Rönkkö oli takonut. Jopa olivat Rutakon rannat raikuneet, kun hän oli pajassaan takoa kalkutellut.
Nostokiven kalliolla oli vielä minun nuorena ollessani Ison Rönkön kantama kivi. Sen hän oli ottanut Lehtoniemen pellolta aamiaiselle tullessaan kainaloonsa, pudottanut Kaijanmäen tien varteen ja sanonut:
»Mies joka tuon nostaa maasta ylös, ei ole huono eikä vahva.» Siitä on sekin paikka saanut Nostokiven kallion nimen.
Kyllä siinä moni mies koitteli voimiaan saadakseen vahvan miehen maineen. Rönkkölän Taavetti vainaja sai kiven ylös. Kun pantiin linkkuveitsi sen päälle, niin eipä kivi enää häneltäkään kohonnut maasta ylös. Lähdeniemen Jussi viimein vedätti hevosella kiven mutahautaan. »Miksikäs se siihen kiveen suuttui?»
»Pyhäillat kisasivat sen kiven kanssa ja särkivät miehet sivujaan. Oli Puomilan paikalla asunut myös Iso Rönkkö ja hänestähän on Puomila nimensäkin saanut.»
»Siitäpä olisi hauska kuulla isännän kertovan», sanoin.",,"He settled comfortably into the rocking chair, carefully focused on lighting his cigar, and continued:

“You wonder why the younger shoots of the Rönkkö family in this village are so powerfully built. There is nothing to wonder about. That family has always had big men. Have you heard tell of Big Rönkkö, who lived there at the Rönkkölä farm?

He was a big man indeed. He worked as a blacksmith. An ordinary man used as his sledgehammer the hammer with which Big Rönkkö had forged. Even the shores of Rutakko rang out when he clanged away at his forging in the smithy.

On the rock of the lifting stone there was still, when I was young, a stone carried there by Big Rönkkö. He had taken it under his arm from the field at Lehtoniemi while coming in for breakfast, dropped it by the roadside at Kaijanmäki, and said:
‘The man who lifts that from the ground is neither poor nor weak.’

That is how the place, too, got its name, Nostokiven kallio [the Rock of the Lifting Stone].

Many a man tested his strength there to earn the reputation of a strong man. Taavetti of Rönkkölä, now deceased, managed to lift the stone. But when a folding knife was placed on top of it, even he could no longer raise it from the ground. At last Jussi of Lähdeniemi had a horse drag the stone into a mud pit.

‘Why did he get angry with that stone?’

‘On holy evenings men competed with that stone and smashed their sides against it. Big Rönkkö had also lived at the place called Puomila, and it is from him that Puomila got its name.’

‘That would be a fine thing to hear the master tell about,’ I said.”
",,,,,,,
urheilija01011931,https://digi.kansalliskirjasto.fi/aikakausi/binding/864019?term=V%C3%A4kikivi%C3%A4&term=v%C3%A4kikiven&page=28,,1931-01-01,2025-10-22,"KOTISEUTUNI IHANNEMIES.
URHEILIJALLE kirjoitti OSKARI NOUSIAINEN.
Kotiseutuni on erään pitäjän uloin kolkka karussa Suur- Savossa.Väkikiviä on vanhempaan aikaan ollut joka kylässä. Kangasniemessä on sellaisia ollut paljon — on kait vieläkin. Nuorena (23-vuotiaana v. 1823) kuollut talollinen Antti Nousiainen on pitäjän historian mukaan ollut kuuluisa voimamies, joka kävi salaa viskaamassa entisen väkikiven korkean kujan aidan yli kuin ei mitään. Mutta näillä kansan muistelmilla on suurempi ja syvempi arvo. Ne muodostuvat vähitellen hahmotteluksi miesihanteesta. Onhan jokaisesta voimamiehestä aina lausuttu myös oliko hän »komea ja kaunis», minkälainen hän oli luonteeltaan jne. Kullakin seudulla on oma kansanomainen miesihanteensa. Se on myöskin todellinen sikäli, että se on kansan kertomuksissa kudottu arvoa ja kunnioitusta nauttineiden miesten nimen ympärille. Ja tämä minun kotiseutuni ihannemies, olisi antiikin aikakaudenkin mittojen mukaan kelpaava kilpakentälle — vaikka hänen saavutuksistaan kertovatkin nyt enää karuille rinteille raivatut pellot jykevine kiviaitoineen — ja väkikivet, jotka ovat jo sammaltuneet.",,"**THE IDEAL MAN OF MY HOMELAND.**
Written for *Urheilijalle* by **Oskari Nousiainen**.

My homeland lies in the outermost corner of a parish in the barren region of **Suur-Savo**. In earlier times, lifting stones (*väkikivet*) existed in every village. In **Kangasniemi** there were many of them—and there probably still are. According to parish history, a farmer named **Antti Nousiainen**, who died young (at the age of 23 in 1823), was a renowned strongman who secretly went and tossed the former lifting stone over the tall fence of the manor avenue as if it were nothing.

Yet these popular recollections have a greater and deeper value. They gradually take shape as an outline of a male ideal. For of every strongman it has always also been said whether he was “handsome and fine-looking,” what his character was like, and so forth. Each region has its own folk ideal of manhood. It is also real in the sense that, in popular narratives, it is woven around the names of men who enjoyed esteem and respect. And this ideal man of my homeland would, by the standards of even the ancient world, be fit for the contest field—although of his deeds there now remain only fields cleared on barren slopes with their sturdy stone fences, and the lifting stones themselves, already overgrown with moss.
",,,,,,,
kansankuvalehti16011931,https://digi.kansalliskirjasto.fi/aikakausi/binding/871141?term=v%C3%A4kikivenkin&term=v%C3%A4kikivi&term=v%C3%A4kikive%C3%A4&page=12,,1931-01-16,2025-10-22,,,,,,,,,,
itahame23041931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1183581?page=1,,1930-04-23,2025-11-04,"Tässä on aluksi mainittava siitä, että ohjelmistoissa voi sattua joskus sellainen veto, että esitys sattuu „jullilleen“ aktiiviseen suoneen ja samalla vetoaa tekoihin. Täällä Pääsiäisenä pidetty „Sisun“ iltama oli herätteiltään mitä onnistunein ja paikallishistoriikki entisajan kilpailuista kuvasi omana aitoutenaan mielenkiintoiset asiat tavalla, jotka otettiin vastaan huumorin nautinnolla.
Seuraus vaikuttavista esityksistä ja kunnioitukseen vetoavista teoista oli nyt sellainen, että „Mattilan mummun"" ottaa
„Sisu“ mukaansa hartolalaisille tulijaisiksi ja kuljettaa sen Museon pihamaalle sekä iltamassaan tekee selkoa „mummun“ aikaisemmista hyvinkin mielenkiintoisista vaiheista. Ettemme ottaisi sanoja juhlapuheen pitäjältä, tyydymme nyt vain huomauttamaan, että ohjelma, joka esitettiin täällä pankilla, sai vilkkaat suosionosoitukset, tultanee esittämään lisättynä Hartolassa. Tervetuloa.",,"At the outset it should be noted that in public programmes there can sometimes occur a stroke of inspiration whereby a presentation happens to strike “jullilleen” a living nerve and at the same time appeals to action. The **Sisu** evening held here at Easter was, in terms of its awakenings, most successful, and the local historical sketch of competitions of earlier times portrayed, in its own authenticity, interesting matters in a manner that was received with appreciative humor.

As a consequence of these compelling presentations and deeds that appealed to respect, the outcome now is such that **“Mattilan mummu”** will be taken by **Sisu** as a gift for the people of **Hartola**, transported to the museum courtyard, and explained at their evening event with an account of the “mummu’s” earlier—and indeed very interesting—phases. Without borrowing words from the festive speaker, we shall content ourselves merely with noting that the programme presented here at the bank received lively applause and will likely be presented, in expanded form, in Hartola. Welcome.
",Mattilan Mummu,,,,,,
itahame30041930,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1183582?term=nostokiven&term=nostokivest%C3%A4&page=2,,1930-04-30,2025-10-22,"Viime sunnuntainen V. ja U-seura Sysmän ..Sisun"" järjestämä vierailuiltansa Hartolassa sai osakseen erikoisen mielenkiinnon siitä syystä, että seura tällöin tallensi vanhoilta ajoilta säilyneen muistoesineen sileän pallon muotoisen 180,5 kg. painoisen nostokiven Itä-Hämeen museoon.",,"Last Sunday’s visiting soirée in Hartola, organized by the gymnastics and sports association Sisu of Sysmä, attracted particular interest because on that occasion the association preserved a memorial object handed down from earlier times: a smooth, spherical lifting stone (nostokivi) weighing 180.5 kg, which was deposited in the Itä-Hämeen museo.",Mattilan Mummu,,,,,,
itahame07051930,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1183583?page=2,,1930-05-07,2025-11-04,"Kuuluisin niistä, mistä minä olen kuullut puhuttavan on «Mattilan mummu"" Liikolassa. Mattilan mummu on aivan pyöreä ehkä n. 200 kg.n painoinen kivi, joka siihen aikaan n. 30 v. sitten, kun Liikolan kylä oli vielä entisessä tiheässä ryhmityksessään, sijaitsi aivan kylän keskellä, nyt jo hävitettyjen Mattilan ja Hauvolan talon pihamaalla",,"The most famous of those I have heard spoken of is “Mattilan mummu” in Liikola. Mattilan mummu is an almost perfectly round stone, weighing perhaps about 200 kg, which at that time—some thirty years ago, when the village of Liikola was still arranged in its former dense cluster—was located right in the middle of the village, in the yard area of the now-demolished Mattila and Hauvola farms.",Mattilan Mummu,,,,,,
lahti05011931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1871951?page=3,,1931-01-05,2025-11-14,"Harvinaislaatuinen oikeus-
juttu.
„Mattilan mummon” museoon vieminen aiheutti oikeusjutun.
Sysmän piakkoin alkavilla talvikäräjillä tulee esille harvinaislaatuinen oikeusjuttu. Talollinen Tuomas Nyberg Sysmän Liikolan kylästä on nim. haastanut talollisen Evert Peltolan, kot. samasta Liikolan kylästä, oikeuteen siitä, että Peltola oli Sysmän Sisun pyynnöstä toimittanut Itä-Hämeen Museoon Liikolan kylässä nostokivenä käytetyn n.s. «Mattilan mummon”, koska se oli joutunut hunningolle ajelehtimaan. Sysmän Sisun johtokunnan jäsenet on haastettu käräjiin myöskin kuulemista varten. Mainittu «Mattilan mummo” on 180 kg. painava pyöreä kivi, jonka nostamista on mainitussa kylässä pidetty korkeana miehisyyden näytteenä.",,"A rare kind of court case.
The removal of “Mattilan mummo” to a museum gave rise to legal proceedings.

At the winter assizes soon to be held in Sysmä, a case of an unusual nature will be heard. A farmer, Tuomas Nyberg, from the village of Liikola, has summoned another farmer, Evert Peltola, also of Liikola, to court on the grounds that Peltola, at the request of Sysmän Sisu, had delivered to the Itä-Hämeen museo the so-called “Mattilan mummo,” a lifting stone formerly used in the village of Liikola, because it had been left to drift and fall into neglect. Members of the board of Sysmän Sisu have likewise been summoned to the assizes for the purpose of being heard.

The said “Mattilan mummo” is a round stone weighing 180 kg, the lifting of which has in the aforementioned village been regarded as a high demonstration of manliness.",Mattilan Mummu,,,,,,
helsinginsanomat08011931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1828245?page=7,Tiitus,1931-01-08,2025-11-14,"Viime aikoina on mummo, ainakin Sysmän Sisun johtokunnan mielestä, ollut ja ajelehtinut jossain määrin hunningolla. Johtokunta ajatteli kauniisti, että mummo olisi ansainnut kunniakkaan ja rauhallisen vanhuudenkodin, ja niinpä eräs kylän talollisista kyyditsi mainitun seuran pyynnöstä mummon museoon. Mutta eräs toinen talollinen emme tiedä oliko hän rakastunut mummoon vaiko vihastunut museoon, taikka johtuiko se joistakin muista syistä on haastanut mummon kyyditsijan lakitupaan, jonne on kutsuttu kuultavaksi myöskin Sysmän Sisun johtokunta.",,"In recent times, mummo—at least in the opinion of the board of Sysmän Sisu—had been left and allowed to drift somewhat into neglect. The board took a kindly view that mummo deserved an honorable and peaceful home for her old age, and thus one of the village’s farmers, at the association’s request, transported mummo to the museum. But another farmer—we do not know whether he was enamored of mummo or angered by the museum, or whether it was due to some other reasons—has summoned the transporter of mummo to the courthouse, to which the board of Sysmän Sisu has likewise been called to be heard.",Mattilan Mummu,,,,,,
itahame15011931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1183625?term=nostokivi%C3%A4&term=nostokiven&page=3,,1931-01-15,2025-10-22,"Eilen, keskiviikkona oli toistamiseen esillä Sysmän kihlakunnanoikeudessa rnaanviij. J. Nybergin nostama syytejuttu maanvilj. Evert Peltolaa vastaan siitä, että hän oli viime huhtikuussa, ilman kantajan lupaa, pois kuljettanut Liikolan kylässä maantienohessa olleen nostokiven, n. k. «Mattilan Mummun"" Sysmän pitäjän Tikkalan kylään, josta kivi edelleen kuljetettiin toisella ajemiehellä Itä-Hämeen Museoon.",,"Yesterday, Wednesday, the criminal case brought by farmer J. Nyberg was for the second time heard before the Sysmän kihlakunnanoikeus against farmer Evert Peltola, concerning the fact that in April of this year he had, without the plaintiff’s permission, removed and transported the lifting stone (nostokivi), the so-called “Mattilan Mummu,” which had stood by the roadside in the village of Liikola, to the village of Tikkala in the parish of Sysmä, from where the stone was further conveyed by another driver to the Itä-Hämeen museo.",Mattilan Mummu,,,,,,
heinolansanomat17011931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1825033?page=3,,1931-01-17,2025-11-04,"..Mattilan Mummun"" kyyditys Sysmässä.
Tk. 14 p oii toistamiseen esillä Sysmän kihlakunnanoikeudessa mv. J. Nybergin nostama juttu mv. E .Peltolaa vastaan siitä, että hän oii viime huhtikuussa ilman kan- lupaa pois kuljettanut Riikolan kylässä maantien ohessa olleen nostokiven, ns. »Mattilan Mummun» Sysmän pitäjän Tikkalan kylään, josta kivi edelleen kuljetutettiin toisella ajomiehellä Itä- Hämeen Museoon.
Vastaaja oli haastanut tässä jutussa kuultavaksi myöskin V.- ja U.-scura Sysmän Sisun johtokunnan, joka kyydityksen oli alkuun pannut, kuten seuran puo« , lestä oikeudelle esitetty kirjelmä osoitti. < Oikeus antoi asiassa seuraavan päätöksen: Kihlakunnan oikeus on tutkinut asian ja katsoo, että vastaaja E. Peltola, vaikkakin luullen olevansa siihen oikeutettu, on kuljettanut kantajan omistamalta Jussilan maalta Mattilan Mummuksi nimitetyn kiven, kihlakunnanoikeus, nojautuen rikoslain 16 luvun 14§:n 1 mom. katsoo oikeaksi tuomita vastaajan omankädenoikeudesta 5 päiväsakkoon, lukien 15 markan jälkeen päivältä 75 mkn sakkoon taikka varojen puutteessa pidettäväksi 10 pv. vankeudessa ja korvaamaan kantajan kulut 700 markalla. Mutta koska kivi ei enää ollut Evert Peltolan hallussa, ei kihlakunnanoikeus katsonut voivansa velvoittaa vastaajaa tuomaan mummua takaisin Joten kanne siltä kohdalta raukeaa.
Mv. Peltola valittaa päätöksestä",,"The transport of “Mattilan Mummu” in Sysmä.

On the 14th of this month, the case brought by farmer J. Nyberg was for the second time heard before the Sysmän kihlakunnanoikeus against farmer E. Peltola, concerning the fact that in April of this year he had, without the plaintiff’s permission, removed and transported the lifting stone (nostokivi), the so-called “Mattilan Mummu,” which had been located by the roadside in the village of Liikola, to the village of Tikkala in the parish of Sysmä, from where the stone was further transported by another driver to the Itä-Hämeen museo.

In this case the defendant had also summoned to be heard the board of the V. and U. association Sysmän Sisu, which had initiated the transport, as was shown by a written statement submitted to the court on behalf of the association.

The court rendered the following decision in the matter: The district court, having examined the case, finds that the defendant E. Peltola, although believing himself entitled to do so, transported from the Jussila land owned by the plaintiff the stone known as Mattilan Mummu. The district court, relying on Chapter 16, Section 14, subsection 1 of the Penal Code, deems it proper to sentence the defendant for unlawful self-help to five day-fines, calculated at 15 marks per day, amounting to a fine of 75 marks, or, in default of payment, to be held for 10 days’ imprisonment, and to compensate the plaintiff’s costs in the amount of 700 marks. However, since the stone was no longer in the possession of Evert Peltola, the district court did not consider itself able to oblige the defendant to return mummu, and the claim in that respect therefore lapses.

Farmer Peltola is appealing the decision.",Mattilan Mummu,,,,,,
suomenmaa20011931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1920801?page=5,,1931-01-20,2025-11-04,"”Tk. 14 p. oli toistamiseen esillä Sysmän kihlakunnanoikeudessa mv. J. Nybergin nostama juttu mv. E. Peltolaa vastaan siltä, että hän oli viime huhtikuussa ilman kantajan lupaa pois kuljettanut Lllkolan kylässä maantien ohessa olleen nostokiven, ns. ""Mattilan Mummun” Sysmän pitäjän Tikkalan kylään, josta kivi edelleen kuljetutettlin toisella ajomiehellä Itä-Hämeen Museoon. ",,"“On the 14th of this month, the case brought by farmer J. Nyberg was for the second time heard before the Sysmän kihlakunnanoikeus against farmer E. Peltola, on the grounds that in April of this year, without the plaintiff’s permission, he had removed and transported the lifting stone (nostokivi), the so-called ‘Mattilan Mummu,’ which had stood by the roadside in the village of Liikola, to the village of Tikkala in the parish of Sysmä, from where the stone was further transported by another driver to the Itä-Hämeen museo.”",Mattilan Mummu,,,,,,
lahti21021931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1871832?page=4,,1931-02-21,2025-11-04,"Pentti Niemi on Itä-Hämeen urheiluelämän johtava mies, joka on kantanut kuorman ja helteen Itä- Hämeen urheiluelämän kohottamiseksi. Siinä mielessä Pentti Niemi onkin tehnyt ehken suurimman päivätyön kuin kukaan toinen lahtelaisista urheilijoista. Sysmään mies puuhaa innokkaasti urheilukenttää ja vaikka vastuksia on aina „Mattilan mummusta"" alkaen, niin Niemi on hämäläisellä sitkeydellä päättänyt asian loppuun viedä. Sysmän Sisu onkin Niemen ansiosta seutukuntamme elinvoimaisimpia maalaisurheiluseuroja. Kuvaavana piirteenä mainittakoon, että tunnettu mestarinyrkkeilijämme V. Resch oli joku aika sitten Sysmässä 2 viikkoa antamassa nyrkkeilyvalmennusta, saaden palkaksi ruisjauhosäkkejä, voita, lihaa y.m. muonaa.",,"Pentti Niemi is the leading figure in the sporting life of Itä-Häme, a man who has borne both burden and heat in order to raise the standard of sport in the region. In that sense, Pentti Niemi has perhaps accomplished a greater day’s work than any other sportsman from Lahti. In Sysmä he has energetically promoted the construction of a sports field, and although obstacles have never been lacking—starting with “Mattilan mummu”—Niemi has, with Häme-like perseverance, resolved to carry the matter through to the end. Owing to Niemi’s efforts, Sysmän Sisu has indeed become one of the most vigorous rural sports clubs in our district.

As an illustrative detail it may be mentioned that our well-known champion boxer V. Resch spent a couple of weeks in Sysmä some time ago giving boxing training, receiving as his remuneration sacks of rye flour, butter, meat, and other provisions.",,,,,,,
itahame16041931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1183649?term=nostokiven&page=3,,1931-04-16,2025-10-22,", Matti!an Mummu ‘
uhataan viedä pois Hartolan museosta.
Mikäli olemme saaneet kuulla aikoo maanvilj. Juho Nyberg viedä tänään pois n. s. Mattilan Mummu nimisen nostokiven Hartolan museosta.
Kuten lukija muistaa, luovutti Mummun museolle V. ja U-seura Sysmän Sisu. Mutta kun Nyberg ei ole tietääkseemme aiheestaan ilmoittanut asianomaiselle seuralle eikä museon johtokunnalle, näyttää tällainen toimenpide mielivaltaiselta.",,"“Mattilan Mummu” threatened with removal from the Hartola museum.

According to information we have received, farmer Juho Nyberg intends today to remove the so-called lifting stone (nostokivi) known as “Mattilan Mummu” from the Hartolan museo.

As the reader will recall, Mummu was donated to the museum by the V. and U. association Sysmän Sisu. However, since Nyberg has, to our knowledge, not notified the association concerned nor the museum board of his intention, such an action appears arbitrary.",Mattilan Mummu,,,,,,
itahame07051931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1183655?page=2,,1931-05-07,2025-11-14,"«Mattilan Mummun** takaisin paluu Liikolaan tapahtui viime sunnuntaina.
Aikaisemmat hakuyritykset ja suunnitelmat keskeytyivät sen johdosta, että Museon johto pyysi neuvotella asiasta ensin maanviljelijä Juho Nybergin kanssa. Nyttemmin neuvottelut kuitenkin päättyivät siihen, että ikimuistoissa ollut nostokivi »Mattilan Mummu"" oli luovutettava Jussilan emännäksi. V. ja U-seura Sisun puhemiesneuvosto katsoi tässä tapauksessa velvollisuudekseen kiven takaisinkuljetuksen, koska seuran taholta oli erehdytty Mummun poisviemiseen. Mummun takaisinpaluu tapahtui loistobiilillä ja Sisun puhemiehet syvästi nöyryytettynä käsissä pidellen veivät Mummun Juho Nybergin ja poikain kartanolle viime sunnuntaina.",,"“Mattilan Mummu” returned to Liikola last Sunday.

Earlier attempts to retrieve the stone and related plans were halted because the museum leadership requested that the matter first be negotiated with farmer Juho Nyberg. The negotiations have since concluded with the decision that the long-remembered lifting stone, “Mattilan Mummu,” was to be handed over to the mistress of the Jussila.

The presidium of the V. and U. association Sysmän Sisu considered it their duty in this case to arrange the stone’s return transport, as the association had erred in removing Mummu in the first place. The return took place by automobile, and the chairmen of Sisu—deeply humbled and carrying Mummu in their hands—delivered her to the estate of Juho Nyberg and his sons last Sunday in Liikola.",,,,,,,
itahame15101931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1183698?page=1,,1931-10-15,,"Niinkuin niin monella muulla alalla on jo tätä ennen sanohut aina »Mattilan Mummun"" syntymäajoista Breittenfeldin taistelun ja »Suomen korkeimman muistokiven pysyttämisen aikoihin asti.",,"As in so many other contexts, people have already spoken before this of the origins of “Mattilan Mummu,” dating them anywhere from the time of the Battle of Breitenfeld to the era when “Finland’s highest memorial stone” was erected.",Mattilan Mummu,,,,,,
kansankuvalehti15091933,https://digi.kansalliskirjasto.fi/aikakausi/binding/879734?term=nostokivi&page=24,,1933-09-15,2025-10-22,"Tämä oli päätös Mummun muilutusjutussa. Joskin tuo käräjänkäynti kaikkine lystikkäisyyksineen ja mahdollisine sivuvaikutteineen oli osoitteena suomalaisten rakkaudesta käräjöimiseen, oli siitä kuitenkin se hyöty, että Mummu pääsi pois museosta ja kotikylässään entiseen kunniaansa.",,"This was the decision in the Mummu “abduction” case. Although the court proceedings—with all their humorous aspects and possible side effects—were an indication of Finns’ fondness for litigation, they nevertheless had the benefit that Mummu was removed from the museum and restored to her former honor in her home village.",Mattilan Mummu,,,,,,
